day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;12900;INTARIAN_PEPPER_ROOT;12006;12;12003;23;;;12019;12;12022;23;;;12012.5;470.0
0;13000;INTARIAN_PEPPER_ROOT;12006;8;12003;17;;;12020;8;12023;17;;;12013.0;478.0
0;13000;ASH_COATED_OSMIUM;9995;12;;;;;10013;30;;;;;10004.0;64.15625
0;13100;ASH_COATED_OSMIUM;9995;12;9993;21;;;10011;12;10014;21;;;10003.0;59.28125
0;13100;INTARIAN_PEPPER_ROOT;12004;24;;;;;12020;12;;;;;12012.0;486.0
0;13200;INTARIAN_PEPPER_ROOT;12007;9;12004;21;;;12020;9;12023;21;;;12013.5;494.0
0;13200;ASH_COATED_OSMIUM;9993;29;;;;;10012;12;10014;29;;;10002.5;52.5
0;13300;ASH_COATED_OSMIUM;9995;12;9993;22;;;10011;12;;;;;10003.0;56.109375
0;13300;INTARIAN_PEPPER_ROOT;12004;15;;;;;12020;8;12023;15;;;12012.0;502.0
0;13400;INTARIAN_PEPPER_ROOT;12007;8;12004;20;;;12020;8;12023;20;;;12013.5;510.0
0;13400;ASH_COATED_OSMIUM;9995;13;9992;26;;;10011;13;10013;26;;;10003.0;62.984375
0;13500;ASH_COATED_OSMIUM;9995;14;;;;;10011;14;10014;24;;;10003.0;59.3671875
0;13500;INTARIAN_PEPPER_ROOT;12007;9;12004;16;;;12020;9;12023;16;;;12013.5;518.0
0;13600;INTARIAN_PEPPER_ROOT;12007;9;12004;21;;;12020;9;12023;21;;;12013.5;526.0
0;13600;ASH_COATED_OSMIUM;9995;10;9992;24;;;10013;24;;;;;10004.0;62.421875
0;13700;ASH_COATED_OSMIUM;9995;14;9993;28;;;10011;14;10014;28;;;10003.0;58.984375
0;13700;INTARIAN_PEPPER_ROOT;12007;8;12004;22;;;12020;8;12023;22;;;12013.5;534.0
0;13800;INTARIAN_PEPPER_ROOT;12007;11;12004;19;;;12023;19;;;;;12015.0;542.0
0;13800;ASH_COATED_OSMIUM;9995;11;9993;23;;;10011;11;10014;23;;;10003.0;60.6875
0;13900;ASH_COATED_OSMIUM;9995;11;9992;20;;;10011;11;10013;20;;;10003.0;61.8046875
0;13900;INTARIAN_PEPPER_ROOT;12007;8;12004;15;;;12020;8;12023;15;;;12013.5;550.0
0;14000;INTARIAN_PEPPER_ROOT;12007;12;;;;;12021;12;12024;17;;;12014.0;558.0
0;14000;ASH_COATED_OSMIUM;9995;12;;;;;10011;12;10013;28;;;10003.0;65.515625
0;14100;ASH_COATED_OSMIUM;9995;14;9992;20;;;;;;;;;9995.0;65.6328125
0;14100;INTARIAN_PEPPER_ROOT;12008;11;12005;17;;;12021;11;12024;17;;;12014.5;566.0
0;14200;INTARIAN_PEPPER_ROOT;12008;9;12005;24;;;12021;9;12024;24;;;12014.5;574.0
0;14200;ASH_COATED_OSMIUM;9999;4;9994;13;9991;21;10010;13;10012;21;;;10004.5;72.1484375
0;14300;ASH_COATED_OSMIUM;9994;15;9991;21;;;10010;15;;;;;10002.0;73.1171875
0;14300;INTARIAN_PEPPER_ROOT;12017;6;12008;12;;;12021;12;12024;25;;;12019.0;582.0
0;14400;INTARIAN_PEPPER_ROOT;12008;8;12005;23;;;12021;8;12024;23;;;12014.5;590.0
0;14400;ASH_COATED_OSMIUM;9994;10;9991;21;;;10003;4;10010;10;;;9998.5;72.1796875
0;14500;ASH_COATED_OSMIUM;9994;10;;;;;10010;10;10013;28;;;10002.0;71.3046875
0;14500;INTARIAN_PEPPER_ROOT;12005;25;;;;;;;;;;;12005.0;598.0
0;14600;INTARIAN_PEPPER_ROOT;12005;23;;;;;12024;23;;;;;12014.5;606.0
0;14600;ASH_COATED_OSMIUM;9994;10;9992;27;;;10010;10;;;;;10002.0;71.609375
0;14700;ASH_COATED_OSMIUM;9992;23;;;;;10010;13;10013;23;;;10001.0;65.125
0;14700;INTARIAN_PEPPER_ROOT;12008;8;;;;;12021;8;12024;16;;;12014.5;614.0
0;14800;INTARIAN_PEPPER_ROOT;;;;;;;12021;9;12024;21;;;12021.0;622.0
0;14800;ASH_COATED_OSMIUM;9994;15;9992;30;;;10010;15;;;;;10002.0;67.546875
0;14900;ASH_COATED_OSMIUM;9994;15;9992;25;;;10010;15;10013;25;;;10002.0;66.15625
0;14900;INTARIAN_PEPPER_ROOT;12008;9;12005;21;;;12021;9;12024;21;;;12014.5;630.0
0;15000;INTARIAN_PEPPER_ROOT;12008;9;12005;25;;;;;;;;;12008.0;638.0
0;15000;ASH_COATED_OSMIUM;9994;13;;;;;10010;13;10013;25;;;10002.0;64.34375
0;15100;ASH_COATED_OSMIUM;9994;12;9991;20;;;10010;12;10012;20;;;10002.0;71.84375
0;15100;INTARIAN_PEPPER_ROOT;12006;21;;;;;12022;9;12025;21;;;12014.0;646.0
0;15200;INTARIAN_PEPPER_ROOT;12009;9;12006;22;;;12022;9;12025;22;;;12015.5;654.0
0;15200;ASH_COATED_OSMIUM;9992;21;;;;;10010;15;10013;21;;;10001.0;62.046875
0;15300;ASH_COATED_OSMIUM;9992;22;;;;;10013;22;;;;;10002.5;67.359375
0;15300;INTARIAN_PEPPER_ROOT;12009;9;12006;17;;;12022;9;12025;17;;;12015.5;662.0
0;15400;INTARIAN_PEPPER_ROOT;12009;11;12006;18;;;12022;11;;;;;12015.5;670.0
0;15400;ASH_COATED_OSMIUM;9994;11;;;;;10010;11;10012;30;;;10002.0;69.40625
0;15500;INTARIAN_PEPPER_ROOT;12009;8;12006;21;;;12022;8;12025;21;;;12015.5;678.0
0;15500;ASH_COATED_OSMIUM;9991;25;;;;;10009;10;10012;25;;;10000.0;75.65625
0;15600;INTARIAN_PEPPER_ROOT;12009;10;12006;21;;;12022;10;12025;21;;;12015.5;686.0
0;15600;ASH_COATED_OSMIUM;9994;10;9991;22;;;10010;10;10012;22;;;10002.0;74.40625
0;15700;INTARIAN_PEPPER_ROOT;12009;10;12006;17;;;12025;17;;;;;12017.0;694.0
0;15700;ASH_COATED_OSMIUM;9993;15;9991;28;;;10009;15;10012;28;;;10001.0;81.328125
0;15800;ASH_COATED_OSMIUM;9990;26;;;;;10009;12;10011;26;;;9999.5;84.046875
0;15800;INTARIAN_PEPPER_ROOT;12013;7;12009;8;12006;25;12022;8;12025;25;;;12017.5;702.0
0;15900;ASH_COATED_OSMIUM;9993;14;9991;20;;;10003;3;10009;14;10012;20;9998.0;77.4375
0;15900;INTARIAN_PEPPER_ROOT;12009;8;12006;19;;;12022;8;;;;;12015.5;710.0
0;16000;ASH_COATED_OSMIUM;9991;20;;;;;10009;11;10012;20;;;10000.0;76.90625
0;16000;INTARIAN_PEPPER_ROOT;12006;23;;;;;12023;8;12026;23;;;12014.5;718.0
0;16100;ASH_COATED_OSMIUM;9994;13;;;;;10003;2;10010;13;;;9998.5;74.28125
0;16100;INTARIAN_PEPPER_ROOT;12010;11;;;;;12023;11;12026;17;;;12016.5;726.0
0;16200;ASH_COATED_OSMIUM;9994;15;;;;;10012;27;;;;;10003.0;74.125
0;16200;INTARIAN_PEPPER_ROOT;12010;11;;;;;12023;11;12026;18;;;12016.5;734.0
0;16300;ASH_COATED_OSMIUM;9991;21;;;;;10009;11;10012;21;;;10000.0;79.046875
0;16300;INTARIAN_PEPPER_ROOT;12010;10;12007;22;;;12023;10;;;;;12016.5;742.0
0;16400;ASH_COATED_OSMIUM;9993;12;9991;25;;;10012;25;;;;;10002.5;81.65625
0;16400;INTARIAN_PEPPER_ROOT;12010;10;12007;20;;;12023;10;12026;20;;;12016.5;750.0
0;16500;ASH_COATED_OSMIUM;9993;13;9990;22;;;10009;13;10011;22;;;10001.0;84.25
0;16500;INTARIAN_PEPPER_ROOT;12010;8;12007;24;;;12026;24;;;;;12018.0;758.0
0;16600;INTARIAN_PEPPER_ROOT;12010;10;12007;22;;;12023;10;12026;22;;;12016.5;766.0
0;16600;ASH_COATED_OSMIUM;9992;12;9990;26;;;10008;12;10011;26;;;10000.0;94.546875
0;16700;INTARIAN_PEPPER_ROOT;12010;8;12007;22;;;12026;22;;;;;12018.0;774.0
0;16700;ASH_COATED_OSMIUM;;;;;;;;;;;;;0.0;96.15625
0;16800;INTARIAN_PEPPER_ROOT;12010;8;12007;16;;;12023;8;12026;16;;;12016.5;782.0
0;16800;ASH_COATED_OSMIUM;10002;7;9990;25;;;10008;13;10011;25;;;10005.0;95.9375
0;16900;INTARIAN_PEPPER_ROOT;12010;11;;;;;12023;11;12026;18;;;12016.5;790.0
0;16900;ASH_COATED_OSMIUM;9992;11;9990;22;;;10008;11;10011;22;;;10000.0;105.53125
0;17000;INTARIAN_PEPPER_ROOT;12010;8;;;;;12027;21;;;;;12018.5;798.0
0;17000;ASH_COATED_OSMIUM;9991;25;;;;;10009;10;10012;25;;;10000.0;88.5
0;17100;ASH_COATED_OSMIUM;9993;12;9991;26;;;10009;12;;;;;10001.0;80.890625
0;17100;INTARIAN_PEPPER_ROOT;12011;10;12008;21;;;12027;21;;;;;12019.0;806.0
0;17200;ASH_COATED_OSMIUM;9993;12;9991;27;;;10009;12;10012;27;;;10001.0;82.65625
0;17200;INTARIAN_PEPPER_ROOT;12011;10;12008;17;;;12024;10;;;;;12017.5;814.0
0;17300;INTARIAN_PEPPER_ROOT;12011;11;12008;24;;;12024;11;12027;24;;;12017.5;822.0
0;17300;ASH_COATED_OSMIUM;9993;14;;;;;10009;14;10012;27;;;10001.0;84.03125
0;17400;INTARIAN_PEPPER_ROOT;12011;8;12008;16;;;12024;8;12027;16;;;12017.5;830.0
0;17400;ASH_COATED_OSMIUM;9994;13;;;;;10010;13;10012;25;;;10002.0;72.75
0;17500;ASH_COATED_OSMIUM;9993;14;9991;26;;;10009;14;;;;;10001.0;79.09375
0;17500;INTARIAN_PEPPER_ROOT;12011;12;12008;16;;;12024;12;12027;16;;;12017.5;838.0
0;17600;ASH_COATED_OSMIUM;9993;12;9991;29;;;10009;12;10012;29;;;10001.0;83.53125
0;17600;INTARIAN_PEPPER_ROOT;12011;12;;;;;12024;12;;;;;12017.5;846.0
0;17700;INTARIAN_PEPPER_ROOT;12011;9;12008;16;;;;;;;;;12011.0;854.0
0;17700;ASH_COATED_OSMIUM;9993;14;9990;22;;;;;;;;;9993.0;97.28125
0;17800;INTARIAN_PEPPER_ROOT;12011;9;12008;17;;;12024;9;12027;17;;;12017.5;862.0
0;17800;ASH_COATED_OSMIUM;9993;14;;;;;10009;14;10011;30;;;10001.0;105.21875
0;17900;ASH_COATED_OSMIUM;9993;11;9991;21;;;10009;11;10012;21;;;10001.0;93.234375
0;17900;INTARIAN_PEPPER_ROOT;12011;8;12008;17;;;12024;8;12027;17;;;12017.5;870.0
0;18000;ASH_COATED_OSMIUM;9993;10;9991;24;;;10009;10;10012;24;;;10001.0;86.734375
0;18000;INTARIAN_PEPPER_ROOT;12011;8;12008;25;;;;;;;;;12011.0;878.0
0;18100;INTARIAN_PEPPER_ROOT;12012;9;;;;;12025;9;12028;18;;;12018.5;886.0
0;18100;ASH_COATED_OSMIUM;9993;12;9991;28;;;10009;12;10012;28;;;10001.0;95.0
0;18200;INTARIAN_PEPPER_ROOT;12009;16;;;;;12025;9;12028;16;;;12017.0;894.0
0;18200;ASH_COATED_OSMIUM;9993;14;;;;;10012;23;;;;;10002.5;97.265625
0;18300;ASH_COATED_OSMIUM;9993;10;9991;20;;;10009;10;10012;20;;;10001.0;94.65625
0;18300;INTARIAN_PEPPER_ROOT;12009;24;;;;;12025;12;12028;24;;;12017.0;902.0
0;18400;ASH_COATED_OSMIUM;9994;15;;;;;10010;15;;;;;10002.0;87.0
0;18400;INTARIAN_PEPPER_ROOT;12012;8;12009;21;;;12025;8;12028;21;;;12018.5;910.0
0;18500;INTARIAN_PEPPER_ROOT;12012;9;12009;18;;;12025;9;12028;18;;;12018.5;918.0
0;18500;ASH_COATED_OSMIUM;9994;15;;;;;10010;15;10012;21;;;10002.0;86.109375
0;18600;INTARIAN_PEPPER_ROOT;12012;10;12009;22;;;12025;10;12028;22;;;12018.5;926.0
0;18600;ASH_COATED_OSMIUM;9994;11;9991;21;;;10010;11;;;;;10002.0;89.796875
0;18700;ASH_COATED_OSMIUM;9994;14;9991;30;;;10003;2;10010;14;10012;30;9998.5;84.46875
0;18700;INTARIAN_PEPPER_ROOT;12012;9;12009;19;;;12021;5;12025;9;12028;19;12016.5;934.0
0;18800;ASH_COATED_OSMIUM;9994;15;9992;24;;;10010;15;;;;;10002.0;83.40625
0;18800;INTARIAN_PEPPER_ROOT;12012;10;12009;19;;;12025;10;12028;19;;;12018.5;942.0
0;18900;INTARIAN_PEPPER_ROOT;12012;9;12009;25;;;12028;25;;;;;12020.0;950.0
0;18900;ASH_COATED_OSMIUM;9991;25;;;;;10010;15;;;;;10000.5;90.0
0;19000;INTARIAN_PEPPER_ROOT;12012;9;12009;15;;;12026;9;12029;15;;;12019.0;958.0
0;19000;ASH_COATED_OSMIUM;9994;15;9991;30;;;10010;15;10012;30;;;10002.0;91.484375
0;19100;ASH_COATED_OSMIUM;9994;11;;;;;10012;21;;;;;10003.0;88.734375
0;19100;INTARIAN_PEPPER_ROOT;12013;8;12010;17;;;12026;8;12029;17;;;12019.5;966.0
0;19200;ASH_COATED_OSMIUM;9993;15;9991;26;;;10009;15;10012;26;;;10001.0;96.703125
0;19200;INTARIAN_PEPPER_ROOT;;;;;;;12026;10;12029;19;;;12026.0;974.0
0;19300;INTARIAN_PEPPER_ROOT;12013;8;;;;;12015;5;12026;8;12029;19;12014.0;982.0
0;19300;ASH_COATED_OSMIUM;10003;7;9993;10;9991;23;10009;10;10012;23;;;10006.0;102.921875
0;19400;INTARIAN_PEPPER_ROOT;12010;18;;;;;12026;11;12029;18;;;12018.0;990.0
0;19400;ASH_COATED_OSMIUM;9993;14;9991;24;;;10009;14;;;;;10001.0;110.5
0;19500;ASH_COATED_OSMIUM;9990;23;;;;;10009;15;10011;23;;;9999.5;144.09375
0;19500;INTARIAN_PEPPER_ROOT;12010;17;;;;;12029;17;;;;;12019.5;998.0
0;19600;ASH_COATED_OSMIUM;9993;11;9990;26;;;10009;11;10011;26;;;10001.0;147.875
0;19600;INTARIAN_PEPPER_ROOT;12013;10;;;;;12026;10;12029;15;;;12019.5;1006.0
0;19700;INTARIAN_PEPPER_ROOT;12013;11;;;;;12029;17;;;;;12021.0;1014.0
0;19700;ASH_COATED_OSMIUM;9993;14;9990;29;;;10011;29;;;;;10002.0;144.8125
0;19800;INTARIAN_PEPPER_ROOT;12013;8;12010;21;;;12026;8;12029;21;;;12019.5;1022.0
0;19800;ASH_COATED_OSMIUM;9993;10;9990;26;;;10009;10;;;;;10001.0;139.96875
0;19900;INTARIAN_PEPPER_ROOT;12013;10;12010;20;;;12026;10;12029;20;;;12019.5;1030.0
0;19900;ASH_COATED_OSMIUM;9993;12;9991;22;;;10009;12;10012;22;;;10001.0;135.109375
0;20000;INTARIAN_PEPPER_ROOT;12013;11;12010;25;;;12027;11;;;;;12020.0;1038.0
0;20000;ASH_COATED_OSMIUM;9993;10;;;;;;;;;;;9993.0;132.46875
0;20100;INTARIAN_PEPPER_ROOT;12014;12;;;;;12027;12;12030;15;;;12020.5;1046.0
0;20100;ASH_COATED_OSMIUM;9990;29;;;;;10009;15;10011;29;;;9999.5;139.8125
0;20200;INTARIAN_PEPPER_ROOT;12014;9;12011;24;;;12016;5;12027;9;12030;24;12015.0;1054.0
0;20200;ASH_COATED_OSMIUM;9993;12;9990;20;;;10009;12;10011;20;;;10001.0;138.0
0;20300;ASH_COATED_OSMIUM;9990;24;;;;;10009;14;10011;24;;;9999.5;140.0625
0;20300;INTARIAN_PEPPER_ROOT;12014;9;12011;17;;;;;;;;;12014.0;1062.0
0;20400;ASH_COATED_OSMIUM;9992;14;;;;;10008;14;10011;27;;;10000.0;152.65625
0;20400;INTARIAN_PEPPER_ROOT;12011;24;;;;;12027;10;12030;24;;;12019.0;1070.0
0;20500;ASH_COATED_OSMIUM;9990;25;;;;;10002;2;10008;15;10011;25;9996.0;161.75
0;20500;INTARIAN_PEPPER_ROOT;12014;10;;;;;12027;10;12030;15;;;12020.5;1078.0
0;20600;ASH_COATED_OSMIUM;9992;15;;;;;10008;15;;;;;10000.0;158.125
0;20600;INTARIAN_PEPPER_ROOT;12014;9;12011;25;;;12027;9;12030;25;;;12020.5;1086.0
0;20700;ASH_COATED_OSMIUM;9992;11;9990;30;;;10008;11;10011;30;;;10000.0;163.71875
0;20700;INTARIAN_PEPPER_ROOT;12014;11;12011;15;;;12030;15;;;;;12022.0;1094.0
0;20800;ASH_COATED_OSMIUM;9992;12;;;;;10008;12;10011;24;;;10000.0;160.875
0;20800;INTARIAN_PEPPER_ROOT;12011;24;;;;;12027;11;12030;24;;;12019.0;1102.0
0;20900;ASH_COATED_OSMIUM;9992;12;9990;29;;;10008;12;10011;29;;;10000.0;162.28125
0;20900;INTARIAN_PEPPER_ROOT;12014;10;12011;25;;;12027;10;12030;25;;;12020.5;1110.0
0;21000;INTARIAN_PEPPER_ROOT;12014;12;12011;19;;;12031;19;;;;;12022.5;1118.0
0;21000;ASH_COATED_OSMIUM;9993;14;9990;25;;;10009;14;10011;25;;;10001.0;149.5
0;21100;INTARIAN_PEPPER_ROOT;12015;9;12012;15;;;12028;9;12031;15;;;12021.5;1126.0
0;21100;ASH_COATED_OSMIUM;9998;2;9992;12;9990;28;10008;12;10011;28;;;10003.0;162.625
0;21200;INTARIAN_PEPPER_ROOT;12015;10;12012;19;;;12028;10;12031;19;;;12021.5;1134.0
0;21200;ASH_COATED_OSMIUM;9992;14;9990;29;;;;;;;;;9992.0;152.65625
0;21300;INTARIAN_PEPPER_ROOT;12015;8;12012;24;;;;;;;;;12015.0;1142.0
0;21300;ASH_COATED_OSMIUM;9993;11;9990;22;;;10009;11;10011;22;;;10001.0;150.125
0;21400;INTARIAN_PEPPER_ROOT;12015;12;12012;24;;;12028;12;12031;24;;;12021.5;1150.0
0;21400;ASH_COATED_OSMIUM;9990;29;;;;;10008;14;;;;;9999.0;156.625
0;21500;ASH_COATED_OSMIUM;9993;11;;;;;10009;11;;;;;10001.0;150.71875
0;21500;INTARIAN_PEPPER_ROOT;12015;11;12012;25;;;12028;11;12031;25;;;12021.5;1158.0
0;21600;INTARIAN_PEPPER_ROOT;12015;12;12012;22;;;12028;12;12031;22;;;12021.5;1166.0
0;21600;ASH_COATED_OSMIUM;9990;20;;;;;10009;14;10011;20;;;9999.5;146.875
0;21700;ASH_COATED_OSMIUM;9993;11;9990;25;;;;;;;;;9993.0;147.40625
0;21700;INTARIAN_PEPPER_ROOT;12015;12;12012;16;;;12031;16;;;;;12023.0;1174.0
0;21800;INTARIAN_PEPPER_ROOT;12015;10;12012;16;;;12028;10;12031;16;;;12021.5;1182.0
0;21800;ASH_COATED_OSMIUM;9991;25;;;;;10009;14;10012;25;;;10000.0;133.3125
0;21900;ASH_COATED_OSMIUM;9993;13;9991;27;;;10009;13;;;;;10001.0;124.09375
0;21900;INTARIAN_PEPPER_ROOT;12015;8;12012;15;;;12028;8;12031;15;;;12021.5;1190.0
0;22000;INTARIAN_PEPPER_ROOT;12012;20;;;;;12032;20;;;;;12022.0;1198.0
0;22000;ASH_COATED_OSMIUM;10003;6;9993;15;9991;20;10009;15;10012;20;;;10006.0;134.78125
0;22100;ASH_COATED_OSMIUM;9993;10;9991;22;;;10009;10;10012;22;;;10001.0;142.1875
0;22100;INTARIAN_PEPPER_ROOT;12016;9;12013;23;;;12029;9;;;;;12022.5;1206.0
0;22200;INTARIAN_PEPPER_ROOT;12016;11;12013;21;;;12029;11;12032;21;;;12022.5;1214.0
0;22200;ASH_COATED_OSMIUM;9994;13;9991;23;;;10010;13;10012;23;;;10002.0;132.15625
0;22300;ASH_COATED_OSMIUM;9994;13;9991;28;;;10012;28;;;;;10003.0;123.375
0;22300;INTARIAN_PEPPER_ROOT;12016;12;12013;22;;;12029;12;12032;22;;;12022.5;1222.0
0;22400;INTARIAN_PEPPER_ROOT;12016;11;12013;25;;;12029;11;12032;25;;;12022.5;1230.0
0;22400;ASH_COATED_OSMIUM;9993;10;;;;;10012;23;;;;;10002.5;146.84375
0;22500;ASH_COATED_OSMIUM;9994;10;9991;27;;;10010;10;;;;;10002.0;117.1875
0;22500;INTARIAN_PEPPER_ROOT;12016;12;12013;25;;;12029;12;12032;25;;;12022.5;1238.0
0;22600;INTARIAN_PEPPER_ROOT;12016;8;12013;19;;;12029;8;12032;19;;;12022.5;1246.0
0;22600;ASH_COATED_OSMIUM;9992;25;;;;;10010;15;10013;25;;;10001.0;115.40625
0;22700;ASH_COATED_OSMIUM;9994;14;;;;;10010;14;;;;;10002.0;124.375
0;22700;INTARIAN_PEPPER_ROOT;12016;8;12013;19;;;12029;8;12032;19;;;12022.5;1254.0
0;22800;INTARIAN_PEPPER_ROOT;12013;23;;;;;12029;9;12032;23;;;12021.0;1262.0
0;22800;ASH_COATED_OSMIUM;9993;12;;;;;10012;26;;;;;10002.5;143.15625
0;22900;ASH_COATED_OSMIUM;;;;;;;10009;11;10012;22;;;10009.0;142.4375
0;22900;INTARIAN_PEPPER_ROOT;12016;11;12013;25;;;12029;11;;;;;12022.5;1270.0
0;23000;INTARIAN_PEPPER_ROOT;12016;12;12013;23;;;12030;12;12033;23;;;12023.0;1278.0
0;23000;ASH_COATED_OSMIUM;9991;20;;;;;10009;12;;;;;10000.0;135.96875
0;23100;ASH_COATED_OSMIUM;9993;13;9991;26;;;10009;13;;;;;10001.0;155.90625
0;23100;INTARIAN_PEPPER_ROOT;12017;9;12014;20;;;12030;9;12033;20;;;12023.5;1286.0
0;23200;INTARIAN_PEPPER_ROOT;;;;;;;12030;12;;;;;12030.0;1294.0
0;23200;ASH_COATED_OSMIUM;9993;14;9990;24;;;10009;14;10011;24;;;10001.0;167.53125
0;23300;ASH_COATED_OSMIUM;9992;10;9990;21;;;10008;10;10011;21;;;10000.0;174.65625
0;23300;INTARIAN_PEPPER_ROOT;12017;9;12014;25;;;12030;9;12033;25;;;12023.5;1302.0
0;23400;INTARIAN_PEPPER_ROOT;;;;;;;12033;15;;;;;12033.0;1310.0
0;23400;ASH_COATED_OSMIUM;9990;29;;;;;10009;15;10011;29;;;9999.5;159.3125
0;23500;ASH_COATED_OSMIUM;9993;10;;;;;10011;30;;;;;10002.0;161.6875
0;23500;INTARIAN_PEPPER_ROOT;12017;9;12014;15;;;12033;15;;;;;12025.0;1318.0
0;23600;INTARIAN_PEPPER_ROOT;12017;8;12014;25;;;12030;8;12033;25;;;12023.5;1326.0
0;23600;ASH_COATED_OSMIUM;9993;10;9990;25;;;10009;10;10011;25;;;10001.0;171.40625
0;23700;ASH_COATED_OSMIUM;9990;20;;;;;10008;15;10011;20;;;9999.0;178.25
0;23700;INTARIAN_PEPPER_ROOT;12017;10;12014;20;;;;;;;;;12017.0;1334.0
0;23800;INTARIAN_PEPPER_ROOT;12017;10;12014;15;;;12030;10;12033;15;;;12023.5;1342.0
0;23800;ASH_COATED_OSMIUM;9992;11;9990;22;;;10008;11;10011;22;;;10000.0;178.0
0;23900;ASH_COATED_OSMIUM;9993;14;9990;27;;;;;;;;;9993.0;163.46875
0;23900;INTARIAN_PEPPER_ROOT;12017;8;12014;23;;;12030;8;12033;23;;;12023.5;1350.0
0;24000;INTARIAN_PEPPER_ROOT;12017;12;12014;25;;;12031;12;12034;25;;;12024.0;1358.0
0;24000;ASH_COATED_OSMIUM;9990;29;;;;;;;;;;;9990.0;158.9375
0;24100;ASH_COATED_OSMIUM;9993;10;9990;20;;;10011;20;;;;;10002.0;159.8125
0;24100;INTARIAN_PEPPER_ROOT;12018;9;12015;25;;;12031;9;12034;25;;;12024.5;1366.0
0;24200;INTARIAN_PEPPER_ROOT;12018;8;12015;23;;;12031;8;12034;23;;;12024.5;1374.0
0;24200;ASH_COATED_OSMIUM;9992;14;9990;23;;;10008;14;;;;;10000.0;178.21875
0;24300;INTARIAN_PEPPER_ROOT;12015;21;;;;;12031;11;;;;;12023.0;1382.0
0;24300;ASH_COATED_OSMIUM;9993;14;9990;27;;;10009;14;10011;27;;;10001.0;166.4375
0;24400;INTARIAN_PEPPER_ROOT;12018;11;12015;19;;;12031;11;12034;19;;;12024.5;1390.0
0;24400;ASH_COATED_OSMIUM;9992;14;9990;28;;;10008;14;10011;28;;;10000.0;190.125
0;24500;INTARIAN_PEPPER_ROOT;12018;11;12015;23;;;12031;11;12034;23;;;12024.5;1398.0
0;24500;ASH_COATED_OSMIUM;9992;14;9990;24;;;10008;14;10011;24;;;10000.0;194.4375
0;24600;INTARIAN_PEPPER_ROOT;12018;11;12015;21;;;12031;11;12034;21;;;12024.5;1406.0
0;24600;ASH_COATED_OSMIUM;9992;12;9990;22;;;10008;12;10011;22;;;10000.0;198.75
0;24700;ASH_COATED_OSMIUM;;;;;;;10009;15;10011;20;;;10009.0;175.4375
0;24700;INTARIAN_PEPPER_ROOT;12022;12;12018;11;12015;20;12031;11;12034;20;;;12026.5;1414.0
0;24800;ASH_COATED_OSMIUM;9993;10;;;;;10009;10;10011;28;;;10001.0;172.40625
0;24800;INTARIAN_PEPPER_ROOT;12018;8;;;;;12031;8;12034;25;;;12024.5;1422.0
0;24900;ASH_COATED_OSMIUM;9993;13;9990;24;;;;;;;;;9993.0;173.125
0;24900;INTARIAN_PEPPER_ROOT;12018;9;12015;23;;;12031;9;12034;23;;;12024.5;1430.0
0;25000;ASH_COATED_OSMIUM;;;;;;;10009;13;;;;;10009.0;178.65625
0;25000;INTARIAN_PEPPER_ROOT;12018;9;12015;25;;;12032;9;12035;25;;;12025.0;1438.0
0;25100;ASH_COATED_OSMIUM;9999;5;9993;13;9991;26;10009;13;10012;26;;;10004.0;153.5625
0;25100;INTARIAN_PEPPER_ROOT;12019;10;12016;18;;;12032;10;;;;;12025.5;1446.0
0;25200;ASH_COATED_OSMIUM;9993;13;9990;24;;;10009;13;;;;;10001.0;169.21875
0;25200;INTARIAN_PEPPER_ROOT;12019;10;12016;18;;;12035;18;;;;;12027.0;1454.0
0;25300;ASH_COATED_OSMIUM;9993;12;9990;21;;;10009;12;10011;21;;;10001.0;170.09375
0;25300;INTARIAN_PEPPER_ROOT;12019;12;;;;;12032;12;12035;15;;;12025.5;1462.0
0;25400;INTARIAN_PEPPER_ROOT;12019;8;12016;18;;;12035;18;;;;;12027.0;1470.0
0;25400;ASH_COATED_OSMIUM;;;;;;;10009;11;10011;27;;;10009.0;171.09375
0;25500;INTARIAN_PEPPER_ROOT;12019;12;12016;22;;;12032;12;12035;22;;;12025.5;1478.0
0;25500;ASH_COATED_OSMIUM;9993;14;9990;23;;;10009;14;10011;23;;;10001.0;171.9375
0;25600;INTARIAN_PEPPER_ROOT;12019;10;12016;19;;;12032;10;12035;19;;;12025.5;1486.0
0;25600;ASH_COATED_OSMIUM;9993;14;9990;24;;;10009;14;10011;24;;;10001.0;172.875
0;25700;INTARIAN_PEPPER_ROOT;12019;12;12016;22;;;12032;12;12035;22;;;12025.5;1494.0
0;25700;ASH_COATED_OSMIUM;9993;10;9990;24;;;10009;10;10011;24;;;10001.0;180.84375
0;25800;ASH_COATED_OSMIUM;9990;27;;;;;10008;10;10011;27;;;9999.0;186.40625
0;25800;INTARIAN_PEPPER_ROOT;12019;9;;;;;12032;9;12035;20;;;12025.5;1502.0
0;25900;INTARIAN_PEPPER_ROOT;12019;11;12016;18;;;12032;11;12035;18;;;12025.5;1510.0
0;25900;ASH_COATED_OSMIUM;9993;12;9990;27;;;10009;12;10011;27;;;10001.0;177.375
